time,hamiltonian,potential_energy,temperature,pressure
6.890e-01, -6.693e+02, -6.719e+02, 1.663e+00, 0.000e+00
6.900e-01, -6.693e+02, -6.719e+02, 1.658e+00, 0.000e+00
6.910e-01, -6.693e+02, -6.719e+02, 1.652e+00, 0.000e+00
6.920e-01, -6.693e+02, -6.719e+02, 1.647e+00, 0.000e+00
6.930e-01, -6.693e+02, -6.719e+02, 1.641e+00, 0.000e+00
6.940e-01, -6.693e+02, -6.718e+02, 1.636e+00, 0.000e+00
6.950e-01, -6.693e+02, -6.718e+02, 1.631e+00, 0.000e+00
6.960e-01, -6.693e+02, -6.718e+02, 1.626e+00, 0.000e+00
6.970e-01, -6.693e+02, -6.718e+02, 1.621e+00, 0.000e+00
6.980e-01, -6.693e+02, -6.718e+02, 1.616e+00, 0.000e+00
6.990e-01, -6.693e+02, -6.718e+02, 1.611e+00, 0.000e+00
7.000e-01, -6.693e+02, -6.718e+02, 1.606e+00, 0.000e+00
7.010e-01, -6.693e+02, -6.718e+02, 1.602e+00, 0.000e+00
7.020e-01, -6.693e+02, -6.718e+02, 1.597e+00, 0.000e+00
7.030e-01, -6.693e+02, -6.718e+02, 1.593e+00, 0.000e+00
7.040e-01, -6.693e+02, -6.718e+02, 1.589e+00, 0.000e+00
7.050e-01, -6.693e+02, -6.718e+02, 1.584e+00, 0.000e+00
7.060e-01, -6.693e+02, -6.718e+02, 1.580e+00, 0.000e+00
7.070e-01, -6.693e+02, -6.717e+02, 1.576e+00, 0.000e+00
7.080e-01, -6.693e+02, -6.717e+02, 1.573e+00, 0.000e+00
7.090e-01, -6.693e+02, -6.717e+02, 1.569e+00, 0.000e+00
7.100e-01, -6.693e+02, -6.717e+02, 1.565e+00, 0.000e+00
7.110e-01, -6.693e+02, -6.717e+02, 1.561e+00, 0.000e+00
7.120e-01, -6.693e+02, -6.717e+02, 1.558e+00, 0.000e+00
7.130e-01, -6.693e+02, -6.717e+02, 1.555e+00, 0.000e+00
7.140e-01, -6.693e+02, -6.717e+02, 1.551e+00, 0.000e+00
7.150e-01, -6.693e+02, -6.717e+02, 1.548e+00, 0.000e+00
7.160e-01, -6.693e+02, -6.717e+02, 1.545e+00, 0.000e+00
7.170e-01, -6.693e+02, -6.717e+02, 1.542e+00, 0.000e+00
7.180e-01, -6.693e+02, -6.717e+02, 1.539e+00, 0.000e+00
7.190e-01, -6.693e+02, -6.717e+02, 1.536e+00, 0.000e+00
7.200e-01, -6.693e+02, -6.717e+02, 1.534e+00, 0.000e+00
7.210e-01, -6.693e+02, -6.717e+02, 1.531e+00, 0.000e+00
7.220e-01, -6.693e+02, -6.717e+02, 1.529e+00, 0.000e+00
7.230e-01, -6.693e+02, -6.717e+02, 1.526e+00, 0.000e+00
7.240e-01, -6.693e+02, -6.717e+02, 1.524e+00, 0.000e+00
7.250e-01, -6.693e+02, -6.717e+02, 1.522e+00, 0.000e+00
7.260e-01, -6.693e+02, -6.717e+02, 1.520e+00, 0.000e+00
7.270e-01, -6.693e+02, -6.717e+02, 1.518e+00, 0.000e+00
7.280e-01, -6.693e+02, -6.717e+02, 1.516e+00, 0.000e+00
7.290e-01, -6.693e+02, -6.717e+02, 1.514e+00, 0.000e+00
7.300e-01, -6.693e+02, -6.717e+02, 1.513e+00, 0.000e+00
7.310e-01, -6.693e+02, -6.716e+02, 1.511e+00, 0.000e+00
7.320e-01, -6.693e+02, -6.716e+02, 1.510e+00, 0.000e+00
7.330e-01, -6.693e+02, -6.716e+02, 1.509e+00, 0.000e+00
7.340e-01, -6.693e+02, -6.716e+02, 1.507e+00, 0.000e+00
7.350e-01, -6.693e+02, -6.716e+02, 1.506e+00, 0.000e+00
7.360e-01, -6.693e+02, -6.716e+02, 1.505e+00, 0.000e+00
7.370e-01, -6.693e+02, -6.716e+02, 1.504e+00, 0.000e+00
7.380e-01, -6.693e+02, -6.716e+02, 1.503e+00, 0.000e+00
7.390e-01, -6.693e+02, -6.716e+02, 1.503e+00, 0.000e+00
7.400e-01, -6.693e+02, -6.716e+02, 1.502e+00, 0.000e+00
7.410e-01, -6.693e+02, -6.716e+02, 1.502e+00, 0.000e+00
7.420e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.430e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.440e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.450e-01, -6.693e+02, -6.716e+02, 1.500e+00, 0.000e+00
7.460e-01, -6.693e+02, -6.716e+02, 1.500e+00, 0.000e+00
7.470e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.480e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.490e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.500e-01, -6.693e+02, -6.716e+02, 1.501e+00, 0.000e+00
7.510e-01, -6.693e+02, -6.716e+02, 1.502e+00, 0.000e+00
7.520e-01, -6.693e+02, -6.716e+02, 1.503e+00, 0.000e+00
7.530e-01, -6.693e+02, -6.716e+02, 1.503e+00, 0.000e+00
7.540e-01, -6.693e+02, -6.716e+02, 1.504e+00, 0.000e+00
7.550e-01, -6.693e+02, -6.716e+02, 1.505e+00, 0.000e+00
7.560e-01, -6.693e+02, -6.716e+02, 1.506e+00, 0.000e+00
7.570e-01, -6.693e+02, -6.716e+02, 1.507e+00, 0.000e+00
7.580e-01, -6.693e+02, -6.716e+02, 1.508e+00, 0.000e+00
7.590e-01, -6.693e+02, -6.716e+02, 1.509e+00, 0.000e+00
7.600e-01, -6.693e+02, -6.716e+02, 1.511e+00, 0.000e+00
7.610e-01, -6.693e+02, -6.716e+02, 1.512e+00, 0.000e+00
7.620e-01, -6.693e+02, -6.717e+02, 1.514e+00, 0.000e+00
7.630e-01, -6.693e+02, -6.717e+02, 1.516e+00, 0.000e+00
7.640e-01, -6.693e+02, -6.717e+02, 1.517e+00, 0.000e+00
7.650e-01, -6.693e+02, -6.717e+02, 1.519e+00, 0.000e+00
7.660e-01, -6.693e+02, -6.717e+02, 1.521e+00, 0.000e+00
7.670e-01, -6.693e+02, -6.717e+02, 1.523e+00, 0.000e+00
7.680e-01, -6.693e+02, -6.717e+02, 1.525e+00, 0.000e+00
7.690e-01, -6.693e+02, -6.717e+02, 1.528e+00, 0.000e+00
7.700e-01, -6.693e+02, -6.717e+02, 1.530e+00, 0.000e+00
7.710e-01, -6.693e+02, -6.717e+02, 1.532e+00, 0.000e+00
7.720e-01, -6.693e+02, -6.717e+02, 1.535e+00, 0.000e+00
7.730e-01, -6.693e+02, -6.717e+02, 1.538e+00, 0.000e+00
7.740e-01, -6.693e+02, -6.717e+02, 1.540e+00, 0.000e+00
7.750e-01, -6.693e+02, -6.717e+02, 1.543e+00, 0.000e+00
7.760e-01, -6.693e+02, -6.717e+02, 1.546e+00, 0.000e+00
7.770e-01, -6.693e+02, -6.717e+02, 1.549e+00, 0.000e+00
7.780e-01, -6.693e+02, -6.717e+02, 1.552e+00, 0.000e+00
7.790e-01, -6.693e+02, -6.717e+02, 1.555e+00, 0.000e+00
7.800e-01, -6.693e+02, -6.717e+02, 1.559e+00, 0.000e+00
7.810e-01, -6.693e+02, -6.717e+02, 1.562e+00, 0.000e+00
7.820e-01, -6.693e+02, -6.717e+02, 1.566e+00, 0.000e+00
7.830e-01, -6.693e+02, -6.717e+02, 1.569e+00, 0.000e+00
7.840e-01, -6.693e+02, -6.717e+02, 1.573e+00, 0.000e+00
7.850e-01, -6.693e+02, -6.717e+02, 1.576e+00, 0.000e+00
7.860e-01, -6.693e+02, -6.718e+02, 1.580e+00, 0.000e+00
7.870e-01, -6.693e+02, -6.718e+02, 1.584e+00, 0.000e+00
7.880e-01, -6.693e+02, -6.718e+02, 1.588e+00, 0.000e+00
7.890e-01, -6.693e+02, -6.718e+02, 1.592e+00, 0.000e+00
7.900e-01, -6.693e+02, -6.718e+02, 1.597e+00, 0.000e+00
7.910e-01, -6.693e+02, -6.718e+02, 1.601e+00, 0.000e+00
7.920e-01, -6.693e+02, -6.718e+02, 1.605e+00, 0.000e+00
7.930e-01, -6.693e+02, -6.718e+02, 1.610e+00, 0.000e+00
7.940e-01, -6.693e+02, -6.718e+02, 1.614e+00, 0.000e+00
7.950e-01, -6.693e+02, -6.718e+02, 1.619e+00, 0.000e+00
7.960e-01, -6.693e+02, -6.718e+02, 1.624e+00, 0.000e+00
7.970e-01, -6.693e+02, -6.718e+02, 1.628e+00, 0.000e+00
7.980e-01, -6.693e+02, -6.718e+02, 1.633e+00, 0.000e+00
7.990e-01, -6.693e+02, -6.718e+02, 1.638e+00, 0.000e+00
8.000e-01, -6.693e+02, -6.719e+02, 1.643e+00, 0.000e+00
8.010e-01, -6.693e+02, -6.719e+02, 1.648e+00, 0.000e+00
8.020e-01, -6.693e+02, -6.719e+02, 1.654e+00, 0.000e+00
8.030e-01, -6.693e+02, -6.719e+02, 1.659e+00, 0.000e+00
8.040e-01, -6.693e+02, -6.719e+02, 1.664e+00, 0.000e+00
8.050e-01, -6.693e+02, -6.719e+02, 1.670e+00, 0.000e+00
8.060e-01, -6.693e+02, -6.719e+02, 1.675e+00, 0.000e+00
8.070e-01, -6.693e+02, -6.719e+02, 1.681e+00, 0.000e+00
8.080e-01, -6.693e+02, -6.719e+02, 1.687e+00, 0.000e+00
8.090e-01, -6.693e+02, -6.719e+02, 1.692e+00, 0.000e+00
8.100e-01, -6.693e+02, -6.719e+02, 1.698e+00, 0.000e+00
8.110e-01, -6.693e+02, -6.719e+02, 1.704e+00, 0.000e+00
8.120e-01, -6.693e+02, -6.720e+02, 1.710e+00, 0.000e+00
8.130e-01, -6.693e+02, -6.720e+02, 1.716e+00, 0.000e+00
8.140e-01, -6.693e+02, -6.720e+02, 1.723e+00, 0.000e+00
8.150e-01, -6.693e+02, -6.720e+02, 1.729e+00, 0.000e+00
8.160e-01, -6.693e+02, -6.720e+02, 1.735e+00, 0.000e+00
8.170e-01, -6.693e+02, -6.720e+02, 1.742e+00, 0.000e+00
8.180e-01, -6.693e+02, -6.720e+02, 1.748e+00, 0.000e+00
8.190e-01, -6.693e+02, -6.720e+02, 1.755e+00, 0.000e+00
8.200e-01, -6.693e+02, -6.720e+02, 1.761e+00, 0.000e+00
8.210e-01, -6.693e+02, -6.720e+02, 1.768e+00, 0.000e+00
8.220e-01, -6.693e+02, -6.721e+02, 1.775e+00, 0.000e+00
8.230e-01, -6.693e+02, -6.721e+02, 1.782e+00, 0.000e+00
8.240e-01, -6.693e+02, -6.721e+02, 1.789e+00, 0.000e+00
8.250e-01, -6.693e+02, -6.721e+02, 1.796e+00, 0.000e+00
8.260e-01, -6.693e+02, -6.721e+02, 1.803e+00, 0.000e+00
8.270e-01, -6.693e+02, -6.721e+02, 1.810e+00, 0.000e+00
8.280e-01, -6.693e+02, -6.721e+02, 1.817e+00, 0.000e+00
8.290e-01, -6.693e+02, -6.721e+02, 1.824e+00, 0.000e+00
8.300e-01, -6.693e+02, -6.721e+02, 1.832e+00, 0.000e+00
8.310e-01, -6.693e+02, -6.722e+02, 1.839e+00, 0.000e+00
8.320e-01, -6.693e+02, -6.722e+02, 1.847e+00, 0.000e+00
8.330e-01, -6.693e+02, -6.722e+02, 1.854e+00, 0.000e+00
8.340e-01, -6.693e+02, -6.722e+02, 1.862e+00, 0.000e+00
8.350e-01, -6.693e+02, -6.722e+02, 1.870e+00, 0.000e+00
8.360e-01, -6.693e+02, -6.722e+02, 1.877e+00, 0.000e+00
8.370e-01, -6.693e+02, -6.722e+02, 1.885e+00, 0.000e+00
8.380e-01, -6.693e+02, -6.722e+02, 1.893e+00, 0.000e+00
8.390e-01, -6.693e+02, -6.723e+02, 1.901e+00, 0.000e+00
8.400e-01, -6.693e+02, -6.723e+02, 1.909e+00, 0.000e+00
8.410e-01, -6.693e+02, -6.723e+02, 1.917e+00, 0.000e+00
8.420e-01, -6.693e+02, -6.723e+02, 1.925e+00, 0.000e+00
8.430e-01, -6.693e+02, -6.723e+02, 1.933e+00, 0.000e+00
8.440e-01, -6.693e+02, -6.723e+02, 1.942e+00, 0.000e+00
8.450e-01, -6.693e+02, -6.723e+02, 1.950e+00, 0.000e+00
8.460e-01, -6.693e+02, -6.723e+02, 1.958e+00, 0.000e+00
8.470e-01, -6.693e+02, -6.724e+02, 1.967e+00, 0.000e+00
8.480e-01, -6.693e+02, -6.724e+02, 1.975e+00, 0.000e+00
8.490e-01, -6.693e+02, -6.724e+02, 1.984e+00, 0.000e+00
8.500e-01, -6.693e+02, -6.724e+02, 1.993e+00, 0.000e+00
8.510e-01, -6.693e+02, -6.724e+02, 2.001e+00, 0.000e+00
8.520e-01, -6.693e+02, -6.724e+02, 2.010e+00, 0.000e+00
8.530e-01, -6.693e+02, -6.724e+02, 2.019e+00, 0.000e+00
8.540e-01, -6.693e+02, -6.725e+02, 2.028e+00, 0.000e+00
8.550e-01, -6.693e+02, -6.725e+02, 2.037e+00, 0.000e+00
8.560e-01, -6.693e+02, -6.725e+02, 2.046e+00, 0.000e+00
8.570e-01, -6.693e+02, -6.725e+02, 2.055e+00, 0.000e+00
8.580e-01, -6.693e+02, -6.725e+02, 2.064e+00, 0.000e+00
8.590e-01, -6.693e+02, -6.725e+02, 2.073e+00, 0.000e+00
8.600e-01, -6.693e+02, -6.725e+02, 2.082e+00, 0.000e+00
8.610e-01, -6.693e+02, -6.726e+02, 2.091e+00, 0.000e+00
8.620e-01, -6.693e+02, -6.726e+02, 2.101e+00, 0.000e+00
8.630e-01, -6.693e+02, -6.726e+02, 2.110e+00, 0.000e+00
8.640e-01, -6.693e+02, -6.726e+02, 2.119e+00, 0.000e+00
8.650e-01, -6.693e+02, -6.726e+02, 2.129e+00, 0.000e+00
8.660e-01, -6.693e+02, -6.726e+02, 2.138e+00, 0.000e+00
8.670e-01, -6.693e+02, -6.726e+02, 2.148e+00, 0.000e+00
8.680e-01, -6.693e+02, -6.727e+02, 2.157e+00, 0.000e+00
8.690e-01, -6.693e+02, -6.727e+02, 2.167e+00, 0.000e+00
8.700e-01, -6.693e+02, -6.727e+02, 2.176e+00, 0.000e+00
8.710e-01, -6.693e+02, -6.727e+02, 2.186e+00, 0.000e+00
8.720e-01, -6.693e+02, -6.727e+02, 2.196e+00, 0.000e+00
8.730e-01, -6.693e+02, -6.727e+02, 2.206e+00, 0.000e+00
8.740e-01, -6.693e+02, -6.727e+02, 2.215e+00, 0.000e+00
8.750e-01, -6.693e+02, -6.728e+02, 2.225e+00, 0.000e+00
8.760e-01, -6.693e+02, -6.728e+02, 2.235e+00, 0.000e+00
8.770e-01, -6.693e+02, -6.728e+02, 2.245e+00, 0.000e+00
8.780e-01, -6.693e+02, -6.728e+02, 2.255e+00, 0.000e+00
8.790e-01, -6.693e+02, -6.728e+02, 2.265e+00, 0.000e+00
8.800e-01, -6.693e+02, -6.728e+02, 2.275e+00, 0.000e+00
8.810e-01, -6.693e+02, -6.729e+02, 2.285e+00, 0.000e+00
8.820e-01, -6.693e+02, -6.729e+02, 2.295e+00, 0.000e+00
8.830e-01, -6.693e+02, -6.729e+02, 2.306e+00, 0.000e+00
8.840e-01, -6.693e+02, -6.729e+02, 2.316e+00, 0.000e+00
8.850e-01, -6.693e+02, -6.729e+02, 2.326e+00, 0.000e+00
8.860e-01, -6.693e+02, -6.729e+02, 2.336e+00, 0.000e+00
8.870e-01, -6.693e+02, -6.729e+02, 2.347e+00, 0.000e+00
8.880e-01, -6.693e+02, -6.730e+02, 2.357e+00, 0.000e+00
8.890e-01, -6.693e+02, -6.730e+02, 2.367e+00, 0.000e+00
8.900e-01, -6.693e+02, -6.730e+02, 2.378e+00, 0.000e+00
8.910e-01, -6.693e+02, -6.730e+02, 2.388e+00, 0.000e+00
8.920e-01, -6.693e+02, -6.730e+02, 2.398e+00, 0.000e+00
8.930e-01, -6.693e+02, -6.730e+02, 2.409e+00, 0.000e+00
8.940e-01, -6.693e+02, -6.731e+02, 2.419e+00, 0.000e+00
8.950e-01, -6.693e+02, -6.731e+02, 2.430e+00, 0.000e+00
8.960e-01, -6.693e+02, -6.731e+02, 2.440e+00, 0.000e+00
8.970e-01, -6.693e+02, -6.731e+02, 2.451e+00, 0.000e+00
8.980e-01, -6.693e+02, -6.731e+02, 2.462e+00, 0.000e+00
8.990e-01, -6.693e+02, -6.731e+02, 2.472e+00, 0.000e+00
9.000e-01, -6.693e+02, -6.732e+02, 2.483e+00, 0.000e+00
9.010e-01, -6.693e+02, -6.732e+02, 2.494e+00, 0.000e+00
9.020e-01, -6.693e+02, -6.732e+02, 2.504e+00, 0.000e+00
9.030e-01, -6.693e+02, -6.732e+02, 2.515e+00, 0.000e+00
9.040e-01, -6.693e+02, -6.732e+02, 2.526e+00, 0.000e+00
9.050e-01, -6.693e+02, -6.732e+02, 2.536e+00, 0.000e+00
9.060e-01, -6.693e+02, -6.733e+02, 2.547e+00, 0.000e+00
9.070e-01, -6.693e+02, -6.733e+02, 2.558e+00, 0.000e+00
9.080e-01, -6.693e+02, -6.733e+02, 2.569e+00, 0.000e+00
9.090e-01, -6.693e+02, -6.733e+02, 2.579e+00, 0.000e+00
9.100e-01, -6.693e+02, -6.733e+02, 2.590e+00, 0.000e+00
9.110e-01, -6.693e+02, -6.733e+02, 2.601e+00, 0.000e+00
9.120e-01, -6.693e+02, -6.734e+02, 2.612e+00, 0.000e+00
9.130e-01, -6.693e+02, -6.734e+02, 2.623e+00, 0.000e+00
9.140e-01, -6.693e+02, -6.734e+02, 2.633e+00, 0.000e+00
9.150e-01, -6.693e+02, -6.734e+02, 2.644e+00, 0.000e+00
9.160e-01, -6.693e+02, -6.734e+02, 2.655e+00, 0.000e+00
9.170e-01, -6.693e+02, -6.734e+02, 2.666e+00, 0.000e+00
9.180e-01, -6.693e+02, -6.735e+02, 2.677e+00, 0.000e+00
9.190e-01, -6.693e+02, -6.735e+02, 2.688e+00, 0.000e+00
9.200e-01, -6.693e+02, -6.735e+02, 2.699e+00, 0.000e+00
9.210e-01, -6.693e+02, -6.735e+02, 2.709e+00, 0.000e+00
9.220e-01, -6.693e+02, -6.735e+02, 2.720e+00, 0.000e+00
9.230e-01, -6.693e+02, -6.735e+02, 2.731e+00, 0.000e+00
9.240e-01, -6.693e+02, -6.736e+02, 2.742e+00, 0.000e+00
9.250e-01, -6.693e+02, -6.736e+02, 2.753e+00, 0.000e+00
9.260e-01, -6.693e+02, -6.736e+02, 2.764e+00, 0.000e+00
9.270e-01, -6.693e+02, -6.736e+02, 2.775e+00, 0.000e+00
9.280e-01, -6.693e+02, -6.736e+02, 2.786e+00, 0.000e+00
9.290e-01, -6.693e+02, -6.737e+02, 2.796e+00, 0.000e+00
9.300e-01, -6.693e+02, -6.737e+02, 2.807e+00, 0.000e+00
9.310e-01, -6.693e+02, -6.737e+02, 2.818e+00, 0.000e+00
9.320e-01, -6.693e+02, -6.737e+02, 2.829e+00, 0.000e+00
9.330e-01, -6.693e+02, -6.737e+02, 2.840e+00, 0.000e+00
9.340e-01, -6.693e+02, -6.737e+02, 2.851e+00, 0.000e+00
9.350e-01, -6.693e+02, -6.738e+02, 2.861e+00, 0.000e+00
9.360e-01, -6.693e+02, -6.738e+02, 2.872e+00, 0.000e+00
9.370e-01, -6.693e+02, -6.738e+02, 2.883e+00, 0.000e+00
9.380e-01, -6.693e+02, -6.738e+02, 2.894e+00, 0.000e+00
9.390e-01, -6.693e+02, -6.738e+02, 2.905e+00, 0.000e+00
9.400e-01, -6.693e+02, -6.738e+02, 2.915e+00, 0.000e+00
9.410e-01, -6.693e+02, -6.739e+02, 2.926e+00, 0.000e+00
9.420e-01, -6.693e+02, -6.739e+02, 2.937e+00, 0.000e+00
9.430e-01, -6.693e+02, -6.739e+02, 2.947e+00, 0.000e+00
9.440e-01, -6.693e+02, -6.739e+02, 2.958e+00, 0.000e+00
9.450e-01, -6.693e+02, -6.739e+02, 2.969e+00, 0.000e+00
9.460e-01, -6.693e+02, -6.739e+02, 2.979e+00, 0.000e+00
9.470e-01, -6.693e+02, -6.740e+02, 2.990e+00, 0.000e+00
9.480e-01, -6.693e+02, -6.740e+02, 3.001e+00, 0.000e+00
9.490e-01, -6.693e+02, -6.740e+02, 3.011e+00, 0.000e+00
9.500e-01, -6.693e+02, -6.740e+02, 3.022e+00, 0.000e+00
9.510e-01, -6.693e+02, -6.740e+02, 3.032e+00, 0.000e+00
9.520e-01, -6.693e+02, -6.740e+02, 3.043e+00, 0.000e+00
9.530e-01, -6.693e+02, -6.741e+02, 3.053e+00, 0.000e+00
9.540e-01, -6.693e+02, -6.741e+02, 3.064e+00, 0.000e+00
9.550e-01, -6.693e+02, -6.741e+02, 3.074e+00, 0.000e+00
9.560e-01, -6.693e+02, -6.741e+02, 3.084e+00, 0.000e+00
9.570e-01, -6.693e+02, -6.741e+02, 3.095e+00, 0.000e+00
9.580e-01, -6.693e+02, -6.741e+02, 3.105e+00, 0.000e+00
9.590e-01, -6.693e+02, -6.741e+02, 3.115e+00, 0.000e+00
9.600e-01, -6.693e+02, -6.742e+02, 3.125e+00, 0.000e+00
9.610e-01, -6.693e+02, -6.742e+02, 3.136e+00, 0.000e+00
9.620e-01, -6.693e+02, -6.742e+02, 3.146e+00, 0.000e+00
9.630e-01, -6.693e+02, -6.742e+02, 3.156e+00, 0.000e+00
9.640e-01, -6.693e+02, -6.742e+02, 3.166e+00, 0.000e+00
9.650e-01, -6.693e+02, -6.742e+02, 3.176e+00, 0.000e+00
9.660e-01, -6.693e+02, -6.743e+02, 3.186e+00, 0.000e+00
9.670e-01, -6.693e+02, -6.743e+02, 3.196e+00, 0.000e+00
9.680e-01, -6.693e+02, -6.743e+02, 3.206e+00, 0.000e+00
9.690e-01, -6.693e+02, -6.743e+02, 3.216e+00, 0.000e+00
9.700e-01, -6.693e+02, -6.743e+02, 3.226e+00, 0.000e+00
9.710e-01, -6.693e+02, -6.743e+02, 3.236e+00, 0.000e+00
9.720e-01, -6.693e+02, -6.743e+02, 3.245e+00, 0.000e+00
9.730e-01, -6.693e+02, -6.744e+02, 3.255e+00, 0.000e+00
9.740e-01, -6.693e+02, -6.744e+02, 3.265e+00, 0.000e+00
9.750e-01, -6.693e+02, -6.744e+02, 3.274e+00, 0.000e+00
9.760e-01, -6.693e+02, -6.744e+02, 3.284e+00, 0.000e+00
9.770e-01, -6.693e+02, -6.744e+02, 3.293e+00, 0.000e+00
9.780e-01, -6.693e+02, -6.744e+02, 3.303e+00, 0.000e+00
9.790e-01, -6.693e+02, -6.745e+02, 3.312e+00, 0.000e+00
9.800e-01, -6.693e+02, -6.745e+02, 3.322e+00, 0.000e+00
9.810e-01, -6.693e+02, -6.745e+02, 3.331e+00, 0.000e+00
9.820e-01, -6.693e+02, -6.745e+02, 3.340e+00, 0.000e+00
9.830e-01, -6.693e+02, -6.745e+02, 3.349e+00, 0.000e+00
9.840e-01, -6.693e+02, -6.745e+02, 3.359e+00, 0.000e+00
9.850e-01, -6.693e+02, -6.745e+02, 3.368e+00, 0.000e+00
9.860e-01, -6.693e+02, -6.746e+02, 3.377e+00, 0.000e+00
9.870e-01, -6.693e+02, -6.746e+02, 3.386e+00, 0.000e+00
9.880e-01, -6.693e+02, -6.746e+02, 3.395e+00, 0.000e+00
9.890e-01, -6.693e+02, -6.746e+02, 3.403e+00, 0.000e+00
9.900e-01, -6.693e+02, -6.746e+02, 3.412e+00, 0.000e+00
9.910e-01, -6.693e+02, -6.746e+02, 3.421e+00, 0.000e+00
9.920e-01, -6.693e+02, -6.746e+02, 3.430e+00, 0.000e+00
9.930e-01, -6.693e+02, -6.747e+02, 3.438e+00, 0.000e+00
9.940e-01, -6.693e+02, -6.747e+02, 3.447e+00, 0.000e+00
9.950e-01, -6.693e+02, -6.747e+02, 3.455e+00, 0.000e+00
9.960e-01, -6.693e+02, -6.747e+02, 3.464e+00, 0.000e+00
9.970e-01, -6.693e+02, -6.747e+02, 3.472e+00, 0.000e+00
9.980e-01, -6.693e+02, -6.747e+02, 3.480e+00, 0.000e+00
9.990e-01, -6.693e+02, -6.747e+02, 3.488e+00, 0.000e+00
1.000e+00, -6.693e+02, -6.747e+02, 3.497e+00, 0.000e+00
